Source_Category,Source_Node,Target_Category,Target_Node,Topological_Score,Cooccurrence_Score,Bridge_Bonus,Predicted_Link_Strength
Mechanism,immune-system-adaptation,Application,soft-robotics,1,0.465,0.0,2.465
Mechanism,ness-selection--dissipative-adaptation,Material,lipid-bilayers,1,0.465,0.0,2.465
Theory,continuum-mechanics,Mechanism,thermal-transduction,1,0.461,0.0,2.461
Mechanism,electrical-ionic-transduction,Phenomenon,dynamic-chemicalcellular-patterns,1,0.461,0.0,2.461
Phenomenon,flocking--schooling--swarming,Method,agent-based-modeling-abm,1,0.452,0.0,2.452
Theory,magnetic-field-theory,Phenomenon,magnetoreception,1,0.447,0.0,2.447
Phenomenon,photosynthesis,Method,discrete-element-method-dem,1,0.447,0.0,2.447
Theory,continuum-mechanics,Method,mechanical-input-control,1,0.447,0.0,2.447
Phenomenon,photosynthesis,Material,chemical-fuel,1,0.447,0.0,2.447
Phenomenon,thermodynamic-uncertainty-relations-results,Material,metals,1,0.447,0.0,2.447
Phenomenon,bioelectricity,Material,metals,1,0.447,0.0,2.447
Method,langevin-dynamics,Material,active-matter-fluids,1,0.447,0.0,2.447
Phenomenon,memristance,Material,conductive-filler-composites,1,0.447,0.0,2.447
Phenomenon,memristance,Material,oxides,1,0.447,0.0,2.447
Phenomenon,memristance,Application,flexible-electronics,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Method,dissipative-particle-dynamics-dpd,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Method,dna-synthesis-functionalization,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Material,molecular-force-fields,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Method,evaporation-driven-assembly,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Material,organic-solvents,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Material,aqueous-electrolytes,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Material,quantum-dots,1,0.447,0.0,2.447
Phenomenon,discrete-nanostructure-formation,Method,dynamic-light-scattering,1,0.447,0.0,2.447
Phenomenon,photosynthesis,Application,bioelectronics,1,0.447,0.0,2.447
Mechanism,indirect-relayed-sensing,Method,network-topology-analysis,1,0.447,0.0,2.447
Method,particle-cell-tracking-analysis,Material,btf-interface,1,0.447,0.0,2.447
Mechanism,mechanical-transduction,Method,3d-printing-additive-manufacturing,1,0.446,0.0,2.446
Mechanism,mechanical-transduction,Method,topology-optimization,1,0.446,0.0,2.446
Theory,statistical-mechanics--stochastic-thermodynamics,Method,thermal-analysis-dsc,1,0.44,0.0,2.44
Phenomenon,manipulation-grasping-transport-release,Method,external-field-control,1,0.44,0.0,2.44
Theory,continuum-mechanics,Phenomenon,defect-pattern-formation,1,0.438,0.0,2.438
Mechanism,chemical-actuation,Phenomenon,damage-self-reporting,1,0.438,0.0,2.438
Mechanism,chemical-actuation,Method,3d-printing-additive-manufacturing,1,0.438,0.0,2.438
Phenomenon,synaptic-plasticity-emulation,Material,fe3o4-nanoparticles,1,0.435,0.0,2.435
Theory,liquid-crystal-theory,Material,plasmonics-metamaterials,1,0.433,0.0,2.433
Theory,liquid-crystal-theory,Phenomenon,chemotaxis--taxis-behaviors,1,0.433,0.0,2.433
Mechanism,topological-defect-memory,Method,continuum-modeling,1,0.433,0.0,2.433
Theory,assembly-theory-at,Phenomenon,criticality--phase-transitions,1,0.429,0.0,2.429
Mechanism,electrical-ionic-transduction,Phenomenon,chemotaxis--taxis-behaviors,1,0.426,0.0,2.426
Phenomenon,chemotaxis--taxis-behaviors,Material,elastomers-general,1,0.426,0.0,2.426
Phenomenon,velocity-fields,Material,mechanical-metamaterials,1,0.424,0.0,2.424
Phenomenon,logical-operation-execution,Material,mechanical-metamaterials,1,0.424,0.0,2.424
Phenomenon,discrete-nanostructure-formation,Application,drug-delivery,1,0.422,0.0,2.422
Mechanism,electrical-response,Material,metals,1,0.422,0.0,2.422
Phenomenon,controlled-locomotion--navigation,Material,metals,1,0.422,0.0,2.422
Mechanism,optical-response,Method,quantum-simulation,1,0.42,0.0,2.42
Mechanism,reservoir-computing,Method,3d-printing-additive-manufacturing,1,0.42,0.0,2.42
Theory,statistical-mechanics--stochastic-thermodynamics,Material,ion-exchange-polymer-nafion,1,0.417,0.0,2.417
Mechanism,acoustic-transduction,Material,photomechanochromic-polymers,1,0.417,0.0,2.417
Phenomenon,bioelectricity,Method,external-field-control,1,0.417,0.0,2.417
Method,external-field-control,Material,aqueous-electrolytes,1,0.417,0.0,2.417
Phenomenon,classification--regression-performance,Material,nematic-lcs,1,0.417,0.0,2.417
Mechanism,resistance-switching-memristance,Application,data-storage,1,0.417,0.0,2.417
Theory,thermodynamics-of-information,Material,chemical-oscillators,1,0.417,0.0,2.417
Method,electrical-measurements,Material,aqueous-electrolytes,1,0.417,0.0,2.417
Mechanism,driven-by-thermodynamic-statistical-principles,Method,langevin-dynamics,1,0.417,0.0,2.417
Method,electrical-measurements,Material,conductive-filler-composites,1,0.417,0.0,2.417
Phenomenon,statistical-inference-computations,Method,electrical-measurements,1,0.417,0.0,2.417
Phenomenon,logical-operation-execution,Method,mechanical-testing,1,0.417,0.0,2.417
Mechanism,equilibrium-self-assembly,Application,data-storage,1,0.417,0.0,2.417
Theory,statistical-mechanics--stochastic-thermodynamics,Material,chemical-oscillators,1,0.417,0.0,2.417
Phenomenon,photodetection-qe,Method,external-field-control,1,0.417,0.0,2.417
Phenomenon,bioelectricity,Method,electrical-measurements,1,0.417,0.0,2.417
Theory,assembly-theory-at,Phenomenon,dynamic-chemicalcellular-patterns,1,0.417,0.0,2.417
Theory,thermodynamics-of-information,Mechanism,ness-selection--dissipative-adaptation,1,0.417,0.0,2.417
Theory,active-inference-fep,Phenomenon,criticality--phase-transitions,1,0.409,0.0,2.409
Phenomenon,discrete-nanostructure-formation,Method,agent-based-modeling-abm,1,0.408,0.0,2.408
Phenomenon,synaptic-plasticity-emulation,Application,bioelectronics,1,0.405,0.0,2.405
Phenomenon,synaptic-plasticity-emulation,Method,evaporation-driven-assembly,1,0.405,0.0,2.405
Phenomenon,synaptic-plasticity-emulation,Method,drop-casting,1,0.405,0.0,2.405
Phenomenon,synaptic-plasticity-emulation,Method,molecular-dynamics-md,1,0.405,0.0,2.405
Mechanism,electrical-ionic-transduction,Material,oxides,1,0.405,0.0,2.405
Mechanism,electrical-ionic-transduction,Phenomenon,memristance,1,0.402,0.0,2.402
Mechanism,optical-response,Material,dna,1,0.4,0.0,2.4
Mechanism,chemical-transduction,Application,bioelectronics,1,0.399,0.0,2.399
Mechanism,chemical-transduction,Method,soft-lithography,1,0.399,0.0,2.399
Mechanism,optical-transduction,Material,microtubules,1,0.399,0.0,2.399
Mechanism,mechanical-transduction,Method,capillarity-assisted-particle-assembly,1,0.399,0.0,2.399
Mechanism,chemical-transduction,Application,flexible-electronics,1,0.399,0.0,2.399
Mechanism,mechanical-transduction,Application,flexible-electronics,1,0.399,0.0,2.399
Mechanism,optical-response,Material,oxides,1,0.399,0.0,2.399
Mechanism,optical-transduction,Material,chemical-oscillators,1,0.399,0.0,2.399
Method,external-field-control,Material,conductive-polymers,1,0.395,0.0,2.395
Mechanism,equilibrium-self-assembly,Material,colloidal-particles,1,0.395,0.0,2.395
Theory,magnetic-field-theory,Mechanism,driven-by-physical-forces-dynamics,1,0.393,0.0,2.393
Mechanism,driven-by-physical-forces-dynamics,Method,discrete-element-method-dem,1,0.393,0.0,2.393
Phenomenon,morphogenesis--regeneration--homeostasis,Method,agent-based-modeling-abm,1,0.381,0.0,2.381
Mechanism,optical-transduction,Material,colloidal-particles,1,0.377,0.0,2.377
Theory,basal-minimal-cognition-conceptual,Application,neuromorphic-computing--hardware,0,0.876,1.5,2.376
Theory,statistical-mechanics--stochastic-thermodynamics,Material,living-cells-and-tissues,1,0.375,0.0,2.375
Mechanism,mechanical-actuation,Material,other-nanoparticles,1,0.37,0.0,2.37
Theory,continuum-mechanics,Mechanism,mechanical-actuation,1,0.37,0.0,2.37
Theory,thermodynamic-uncertainty-relations,Mechanism,criticality-driven-organization,1,0.367,0.0,2.367
Method,finite-element-method-femfea,Application,soft-robotics,1,0.367,0.0,2.367
Method,microfluidics,Material,conductive-polymers,1,0.367,0.0,2.367
Phenomenon,unusual-mechanical-properties,Method,topology-optimization,1,0.367,0.0,2.367
Phenomenon,ness-states,Method,thermal-analysis-dsc,1,0.367,0.0,2.367
Phenomenon,information-thermodynamics-effects,Method,statistical-analysis,1,0.367,0.0,2.367
Phenomenon,unusual-mechanical-properties,Method,3d-printing-additive-manufacturing,1,0.367,0.0,2.367
Phenomenon,active-turbulence,Material,catalytic-particles,1,0.367,0.0,2.367
Method,microfluidics,Application,biosensing,1,0.367,0.0,2.367
Method,colloidal-synthesis-assembly,Application,artificial-cells--protocells,1,0.367,0.0,2.367
Method,mechanical-input-control,Application,soft-robotics,1,0.367,0.0,2.367
Phenomenon,collective-rotation--milling,Material,catalytic-particles,1,0.367,0.0,2.367
Phenomenon,collective-decision-making,Method,network-modeling,1,0.367,0.0,2.367
Method,3d-printing-additive-manufacturing,Application,microrobotics,1,0.367,0.0,2.367
Mechanism,irreversible-state-change-memory,Phenomenon,stimuli-responsive-property-switching,1,0.367,0.0,2.367
Method,thermal-analysis-dsc,Material,silicon-si-and-porous-silicon-psi,1,0.367,0.0,2.367
Method,dna-directed-assembly,Application,artificial-cells--protocells,1,0.367,0.0,2.367
Phenomenon,stimuli-responsive-property-switching,Method,microfluidics,1,0.367,0.0,2.367
Method,mechanical-input-control,Material,silicon-si-and-porous-silicon-psi,1,0.367,0.0,2.367
Mechanism,irreversible-state-change-memory,Method,composite-fabrication,1,0.367,0.0,2.367
Mechanism,electrical-ionic-transduction,Material,colloidal-particles,1,0.366,0.0,2.366
Phenomenon,associative-memory--pattern-completion,Material,silicon-si-and-porous-silicon-psi,1,0.365,0.0,2.365
Method,composite-fabrication,Application,drug-delivery,1,0.365,0.0,2.365
Phenomenon,damage-self-reporting,Application,drug-delivery,1,0.365,0.0,2.365
Method,chemical-pathway-network-modeling,Application,drug-delivery,1,0.365,0.0,2.365
Method,3d-printing-additive-manufacturing,Application,drug-delivery,1,0.365,0.0,2.365
Method,composite-fabrication,Application,structural-health-monitoring,1,0.365,0.0,2.365
Theory,liquid-crystal-theory,Mechanism,optical-transduction,1,0.364,0.0,2.364
Theory,assembly-theory-at,Phenomenon,morphogenesis--regeneration--homeostasis,1,0.361,0.0,2.361
Mechanism,chemical-transduction,Application,soft-robotics,1,0.36,0.0,2.36
Mechanism,equilibrium-self-assembly,Application,biosensing,1,0.359,0.0,2.359
Phenomenon,classification--regression-performance,Material,silicon-si-and-porous-silicon-psi,1,0.359,0.0,2.359
Mechanism,equilibrium-self-assembly,Method,colloidal-synthesis-assembly,1,0.359,0.0,2.359
Method,mechanical-testing,Application,soft-robotics,1,0.359,0.0,2.359
Phenomenon,defect-pattern-formation,Method,continuum-modeling,1,0.354,0.0,2.354
Theory,liquid-crystal-theory,Application,drug-delivery,0,0.839,1.5,2.339
Theory,continuum-mechanics,Phenomenon,reaction-diffusion-systems,1,0.334,0.0,2.334
Phenomenon,memristance,Material,metals,1,0.333,0.0,2.333
Mechanism,equilibrium-self-assembly,Phenomenon,collective-motion--phase-behavior,1,0.328,0.0,2.328
Theory,statistical-mechanics--stochastic-thermodynamics,Application,neuromorphic-computing--hardware,0,0.826,1.5,2.326
Theory,thermodynamics-of-information,Application,neuromorphic-computing--hardware,0,0.826,1.5,2.326
Theory,dynamical-systems-theory,Application,neuromorphic-computing--hardware,0,0.826,1.5,2.326
Theory,statistical-mechanics--stochastic-thermodynamics,Material,fe3o4-nanoparticles,1,0.323,0.0,2.323
Method,spectroscopy,Material,phase-change-composites,1,0.32,0.0,2.32
Method,spectroscopy,Material,pnipam-networks-in-ionic-liquid,1,0.32,0.0,2.32
Mechanism,thermal-transduction,Material,block-copolymers,1,0.32,0.0,2.32
Theory,active-inference-fep,Phenomenon,associative-memory--pattern-completion,1,0.318,0.0,2.318
Mechanism,thermal-transduction,Phenomenon,bio-inspired-actuation,1,0.318,0.0,2.318
Mechanism,thermal-transduction,Application,drug-delivery,1,0.318,0.0,2.318
Phenomenon,periodic-pattern-formation,Material,mechanical-metamaterials,1,0.317,0.0,2.317
Theory,assembly-theory-at,Phenomenon,clustering--aggregation--phase-separation,1,0.317,0.0,2.317
Phenomenon,chemotaxis--taxis-behaviors,Material,nematic-lcs,1,0.316,0.0,2.316
Phenomenon,chemotaxis--taxis-behaviors,Application,bioelectronics,1,0.316,0.0,2.316
Theory,magnetic-field-theory,Phenomenon,chemotaxis--taxis-behaviors,1,0.316,0.0,2.316
Phenomenon,bioelectricity,Method,biological-construction,1,0.316,0.0,2.316
Phenomenon,chemotaxis--taxis-behaviors,Method,polymer-synthesis-processing,1,0.316,0.0,2.316
Theory,embodied-intelligence-conceptual,Method,topology-optimization,1,0.313,0.0,2.313
Theory,physical-intelligence-pi,Mechanism,mechanical-transduction,1,0.313,0.0,2.313
Theory,embodied-intelligence-conceptual,Method,3d-printing-additive-manufacturing,1,0.313,0.0,2.313
Theory,thermodynamics-of-information,Material,metals,1,0.311,0.0,2.311
Theory,statistical-mechanics--stochastic-thermodynamics,Phenomenon,photosynthesis,1,0.311,0.0,2.311
Mechanism,mechanical-actuation,Application,drug-delivery,1,0.309,0.0,2.309
Mechanism,indirect-relayed-sensing,Material,living-cells-and-tissues,1,0.302,0.0,2.302
Theory,collective-intelligence-conceptual,Mechanism,driven-by-algorithmic-computational-rules,1,0.302,0.0,2.302
Theory,collective-intelligence-conceptual,Application,neuromorphic-computing--hardware,0,0.801,1.5,2.301
Theory,basal-minimal-cognition-conceptual,Application,drug-delivery,0,0.8,1.5,2.3
Theory,basal-minimal-cognition-conceptual,Application,structural-health-monitoring,0,0.8,1.5,2.3
Mechanism,chemical-transduction,Phenomenon,discrete-nanostructure-formation,1,0.297,0.0,2.297
Phenomenon,classification--regression-performance,Material,iontronic-devices,1,0.295,0.0,2.295
Phenomenon,periodic-pattern-formation,Method,evaporation-driven-assembly,1,0.283,0.0,2.283
Theory,continuum-mechanics,Material,aqueous-electrolytes,1,0.283,0.0,2.283
Theory,continuum-mechanics,Method,dissipative-particle-dynamics-dpd,1,0.283,0.0,2.283
Phenomenon,self-assembly-and-pattern-formation,Method,self-assembly-methods,1,0.283,0.0,2.283
Theory,continuum-mechanics,Phenomenon,surface-topography-patterning,1,0.283,0.0,2.283
Method,particle-cell-tracking-analysis,Application,reconfigurable-systems--modular-robotics,1,0.283,0.0,2.283
Theory,continuum-mechanics,Method,capillarity-assisted-particle-assembly,1,0.283,0.0,2.283
Mechanism,chemical-actuation,Method,soft-lithography,1,0.283,0.0,2.283
Mechanism,chemical-actuation,Method,polymer-synthesis-processing,1,0.283,0.0,2.283
Mechanism,chemical-actuation,Method,capillarity-assisted-particle-assembly,1,0.283,0.0,2.283
Mechanism,electrical-response,Material,oxides,1,0.283,0.0,2.283
Theory,continuum-mechanics,Method,polymer-synthesis-processing,1,0.283,0.0,2.283
Theory,continuum-mechanics,Method,evaporation-driven-assembly,1,0.283,0.0,2.283
Theory,continuum-mechanics,Material,wave-propagation-media,1,0.283,0.0,2.283
Phenomenon,dynamic-chemicalcellular-patterns,Method,numerical-ode-pde-solvers,1,0.283,0.0,2.283
Phenomenon,reservoir-computing-dynamics,Material,iontronic-devices,1,0.283,0.0,2.283
Phenomenon,periodic-pattern-formation,Method,dynamic-light-scattering,1,0.283,0.0,2.283
Phenomenon,periodic-pattern-formation,Method,capillarity-assisted-particle-assembly,1,0.283,0.0,2.283
Phenomenon,dynamic-chemicalcellular-patterns,Application,bioelectronics,1,0.283,0.0,2.283
Theory,physical-intelligence-pi,Material,polymma-co-nba-copolymers,1,0.283,0.0,2.283
Phenomenon,scale-free-dynamics--criticality,Material,conductive-filler-composites,1,0.283,0.0,2.283
Mechanism,electrical-response,Application,bioelectronics,1,0.283,0.0,2.283
Mechanism,unsupervised-correlation-learning-algorithms,Material,iontronic-devices,1,0.283,0.0,2.283
Phenomenon,associative-memory--pattern-completion,Application,flexible-electronics,1,0.283,0.0,2.283
Phenomenon,bioelectricity,Material,iontronic-devices,1,0.283,0.0,2.283
Mechanism,electrical-response,Phenomenon,habituation--sensory-adaptation,1,0.283,0.0,2.283
Theory,continuum-mechanics,Phenomenon,acoustic-response,1,0.283,0.0,2.283
Method,particle-cell-tracking-analysis,Material,ion-exchange-polymer-nafion,1,0.283,0.0,2.283
Theory,physical-intelligence-pi,Phenomenon,logical-operation-execution,1,0.283,0.0,2.283
Theory,magnetic-field-theory,Application,soft-robotics,0,0.775,1.5,2.275
Theory,magnetic-field-theory,Application,biosensing,0,0.775,1.5,2.275
Mechanism,collective-swarm-computation,Material,living-cells-and-tissues,1,0.273,0.0,2.273
Theory,control-theory,Mechanism,driven-by-biological-processes,1,0.27,0.0,2.27
Mechanism,driven-by-biological-processes,Application,bioelectronics,1,0.27,0.0,2.27
Theory,quantum-mechanics,Phenomenon,enhanced-physical-properties,1,0.27,0.0,2.27
Phenomenon,bioelectricity,Material,graphene--2d-materials,1,0.27,0.0,2.27
Phenomenon,logical-operation-execution,Material,microcapsule-composites,1,0.27,0.0,2.27
Theory,quantum-mechanics,Material,quantum-dots,1,0.27,0.0,2.27
Theory,embodied-intelligence-conceptual,Phenomenon,logical-operation-execution,1,0.27,0.0,2.27
Theory,quantum-mechanics,Method,x-ray-techniques,1,0.27,0.0,2.27
Theory,quantum-mechanics,Method,dna-synthesis-functionalization,1,0.27,0.0,2.27
Mechanism,neuromorphic-computation,Application,bioelectronics,1,0.266,0.0,2.266
Mechanism,neuromorphic-computation,Material,ion-exchange-polymer-nafion,1,0.266,0.0,2.266
Mechanism,neuromorphic-computation,Method,drop-casting,1,0.266,0.0,2.266
Mechanism,neuromorphic-computation,Application,data-storage,1,0.266,0.0,2.266
Theory,continuum-mechanics,Method,electrical-measurements,1,0.262,0.0,2.262
Mechanism,collective-swarm-computation,Material,lipid-bilayers,1,0.261,0.0,2.261
Mechanism,energy-flow-dissipation,Application,neuromorphic-computing--hardware,1,0.261,0.0,2.261
Phenomenon,learning--adaptive-behavior,Material,elastomers-general,1,0.261,0.0,2.261
Method,spectroscopy,Material,fe3o4-nanoparticles,1,0.261,0.0,2.261
Mechanism,collective-swarm-computation,Material,catalytic-particles,1,0.261,0.0,2.261
Mechanism,thermal-transduction,Method,composite-fabrication,1,0.261,0.0,2.261
Phenomenon,synaptic-plasticity-emulation,Material,silicon-si-and-porous-silicon-psi,1,0.261,0.0,2.261
Mechanism,phase-conformation-memory,Method,composite-fabrication,1,0.257,0.0,2.257
Method,thermal-stimuli-control,Material,pnipam-networks-in-ionic-liquid,1,0.25,0.0,2.25
Phenomenon,manipulation-grasping-transport-release,Material,pnipam-networks-in-ionic-liquid,1,0.25,0.0,2.25
Method,mechanical-input-control,Material,phase-change-composites,1,0.25,0.0,2.25
Method,finite-element-method-femfea,Application,microrobotics,1,0.25,0.0,2.25
Phenomenon,manipulation-grasping-transport-release,Material,btf-interface,1,0.25,0.0,2.25
Phenomenon,manipulation-grasping-transport-release,Material,phase-change-composites,1,0.25,0.0,2.25
Phenomenon,synaptic-plasticity-emulation,Material,photomechanochromic-polymers,1,0.25,0.0,2.25
Theory,thermodynamic-uncertainty-relations,Method,thermal-analysis-dsc,1,0.25,0.0,2.25
Theory,quantum-mechanics,Application,microrobotics,0,0.746,1.5,2.246
Theory,quantum-mechanics,Application,artificial-cells--protocells,0,0.746,1.5,2.246
Mechanism,mechanical-transduction,Material,elastomers-general,1,0.239,0.0,2.239
Theory,liquid-crystal-theory,Mechanism,mechanical-actuation,1,0.239,0.0,2.239
Mechanism,electrical-response,Material,graphene--2d-materials,1,0.238,0.0,2.238
Theory,embodied-intelligence-conceptual,Material,mechanical-metamaterials,1,0.238,0.0,2.238
Theory,basal-minimal-cognition-conceptual,Mechanism,driven-by-biological-processes,1,0.238,0.0,2.238
Mechanism,optical-transduction,Phenomenon,bio-inspired-actuation,1,0.235,0.0,2.235
Phenomenon,classification--regression-performance,Material,other-nanoparticles,1,0.23,0.0,2.23
Method,mechanical-testing,Material,ferrofluids,1,0.23,0.0,2.23
Theory,quantum-mechanics,Phenomenon,criticality--phase-transitions,1,0.227,0.0,2.227
Phenomenon,manipulation-grasping-transport-release,Material,ferrofluids,1,0.224,0.0,2.224
Phenomenon,autonomous-self-propulsion,Material,phase-change-composites,1,0.224,0.0,2.224
Theory,assembly-theory-at,Method,modeling-cell--tissue,1,0.224,0.0,2.224
Phenomenon,autonomous-self-propulsion,Material,pnipam-networks-in-ionic-liquid,1,0.224,0.0,2.224
Phenomenon,controlled-locomotion--navigation,Material,btf-interface,1,0.224,0.0,2.224
Phenomenon,bio-inspired-actuation,Application,microrobotics,1,0.224,0.0,2.224
Theory,physical-intelligence-pi,Material,block-copolymers,1,0.224,0.0,2.224
Phenomenon,manipulation-grasping-transport-release,Material,mechanical-metamaterials,1,0.224,0.0,2.224
Phenomenon,bio-inspired-actuation,Method,finite-element-method-femfea,1,0.224,0.0,2.224
Phenomenon,classification--regression-performance,Method,mechanical-input-control,1,0.22,0.0,2.22
Phenomenon,chemotaxis--taxis-behaviors,Method,mechanical-testing,1,0.22,0.0,2.22
Method,thermal-analysis-dsc,Material,photomechanochromic-polymers,1,0.22,0.0,2.22
Phenomenon,defect-pattern-formation,Material,fe3o4-nanoparticles,1,0.22,0.0,2.22
Mechanism,criticality-driven-organization,Material,lipid-bilayers,1,0.22,0.0,2.22
Theory,statistical-mechanics--stochastic-thermodynamics,Material,block-copolymers,1,0.22,0.0,2.22
Phenomenon,morphogenesis--regeneration--homeostasis,Method,biological-construction,1,0.22,0.0,2.22
Theory,thermodynamics-of-information,Method,thermal-analysis-dsc,1,0.22,0.0,2.22
Method,mechanical-testing,Application,microrobotics,1,0.22,0.0,2.22
Method,chemical-pathway-network-modeling,Material,conductive-polymers,1,0.22,0.0,2.22
Phenomenon,clustering--aggregation--phase-separation,Material,fe3o4-nanoparticles,1,0.219,0.0,2.219
Phenomenon,collective-motion--phase-behavior,Material,fe3o4-nanoparticles,1,0.219,0.0,2.219
Mechanism,dynamic-state-memory,Material,iontronic-devices,1,0.217,0.0,2.217
Theory,information-theory,Application,neuromorphic-computing--hardware,0,0.712,1.5,2.212
Phenomenon,clustering--aggregation--phase-separation,Method,monte-carlo-mc,1,0.211,0.0,2.211
Phenomenon,magnetoreception,Material,ferromagnetic-materials,1,0.211,0.0,2.211
Theory,magnetic-field-theory,Application,drug-delivery,0,0.707,1.5,2.207
Theory,information-theory,Application,sensing-general,0,0.707,1.5,2.207
Theory,magnetic-field-theory,Application,structural-health-monitoring,0,0.707,1.5,2.207
Theory,statistical-mechanics--stochastic-thermodynamics,Phenomenon,periodic-pattern-formation,1,0.197,0.0,2.197
Theory,thermodynamics-of-information,Application,sensing-general,0,0.696,1.5,2.196
Theory,statistical-mechanics--stochastic-thermodynamics,Application,sensing-general,0,0.696,1.5,2.196
Theory,dynamical-systems-theory,Application,sensing-general,0,0.696,1.5,2.196
Theory,physical-intelligence-pi,Material,shape-memory-polymers-smps,1,0.191,0.0,2.191
Mechanism,mechanical-transduction,Application,soft-robotics,1,0.189,0.0,2.189
Theory,embodied-intelligence-conceptual,Phenomenon,classification--regression-performance,1,0.188,0.0,2.188
Mechanism,driven-by-biological-processes,Method,continuum-modeling,1,0.185,0.0,2.185
Theory,physical-intelligence-pi,Material,iontronic-devices,1,0.183,0.0,2.183
Phenomenon,controlled-locomotion--navigation,Material,ferrofluids,1,0.183,0.0,2.183
Theory,continuum-mechanics,Material,piezoresistive-composites,1,0.183,0.0,2.183
Mechanism,electrical-response,Phenomenon,dynamic-chemicalcellular-patterns,1,0.183,0.0,2.183
Mechanism,chemical-actuation,Phenomenon,bio-inspired-actuation,1,0.183,0.0,2.183
Theory,continuum-mechanics,Phenomenon,bio-inspired-actuation,1,0.183,0.0,2.183
Theory,quantum-mechanics,Application,soft-robotics,0,0.679,1.5,2.179
Theory,quantum-mechanics,Application,nanotechnology--micro-assembly,0,0.674,1.5,2.174
Theory,network-theory,Application,sensing-general,0,0.674,1.5,2.174
Theory,quantum-mechanics,Application,reconfigurable-systems--modular-robotics,0,0.674,1.5,2.174
Theory,quantum-mechanics,Application,self-healing-materials-applications,0,0.674,1.5,2.174
Theory,quantum-mechanics,Application,data-storage,0,0.674,1.5,2.174
Theory,active-inference-fep,Application,sensing-general,0,0.674,1.5,2.174
Theory,collective-intelligence-conceptual,Application,sensing-general,0,0.674,1.5,2.174
Mechanism,electrical-response,Material,iontronic-devices,1,0.167,0.0,2.167
Phenomenon,periodic-pattern-formation,Material,other-nanoparticles,1,0.167,0.0,2.167
Mechanism,electrical-ionic-transduction,Phenomenon,synaptic-plasticity-emulation,1,0.167,0.0,2.167
Mechanism,physical-embodied-computation,Phenomenon,bio-inspired-actuation,1,0.164,0.0,2.164
Method,electrical-measurements,Material,photomechanochromic-polymers,1,0.161,0.0,2.161
Phenomenon,classification--regression-performance,Method,electrical-measurements,1,0.161,0.0,2.161
Phenomenon,reaction-diffusion-systems,Application,biosensing,1,0.157,0.0,2.157
Mechanism,chemical-transduction,Method,particle-cell-tracking-analysis,1,0.141,0.0,2.141
Theory,magnetic-field-theory,Mechanism,dynamic-state-memory,1,0.141,0.0,2.141
Phenomenon,autonomous-self-propulsion,Material,aqueous-electrolytes,1,0.141,0.0,2.141
Mechanism,optical-response,Material,other-nanoparticles,1,0.141,0.0,2.141
Theory,assembly-theory-at,Phenomenon,bioelectricity,1,0.141,0.0,2.141
Mechanism,dynamic-state-memory,Phenomenon,surface-topography-patterning,1,0.141,0.0,2.141
Phenomenon,clustering--aggregation--phase-separation,Material,aqueous-electrolytes,1,0.141,0.0,2.141
Phenomenon,clustering--aggregation--phase-separation,Material,wave-propagation-media,1,0.141,0.0,2.141
Phenomenon,collective-motion--phase-behavior,Material,molecular-force-fields,1,0.141,0.0,2.141
Phenomenon,collective-motion--phase-behavior,Material,aqueous-electrolytes,1,0.141,0.0,2.141
Phenomenon,collective-motion--phase-behavior,Material,wave-propagation-media,1,0.141,0.0,2.141
Theory,assembly-theory-at,Method,bcp-phase-separation,1,0.141,0.0,2.141
Theory,liquid-crystal-theory,Method,chemical-pathway-network-modeling,1,0.141,0.0,2.141
Theory,assembly-theory-at,Material,microtubules,1,0.141,0.0,2.141
Phenomenon,autonomous-self-propulsion,Material,wave-propagation-media,1,0.141,0.0,2.141
Mechanism,equilibrium-self-assembly,Material,granular-media,1,0.139,0.0,2.139
Theory,thermodynamics-of-information,Phenomenon,thermodynamic-uncertainty-relations-results,1,0.139,0.0,2.139
Theory,thermodynamics-of-information,Material,molecular-force-fields,1,0.139,0.0,2.139
Mechanism,energy-flow-dissipation,Phenomenon,criticality--phase-transitions,1,0.136,0.0,2.136
Theory,collective-intelligence-conceptual,Application,drug-delivery,0,0.636,1.5,2.136
Mechanism,ness-selection--dissipative-adaptation,Phenomenon,criticality--phase-transitions,1,0.135,0.0,2.135
Mechanism,mechanical-transduction,Material,polymma-co-nba-copolymers,1,0.133,0.0,2.133
Theory,thermodynamic-uncertainty-relations,Application,reconfigurable-systems--modular-robotics,0,0.632,1.5,2.132
Theory,magnetic-field-theory,Application,artificial-cells--protocells,0,0.632,1.5,2.132
Theory,thermodynamic-uncertainty-relations,Application,nanotechnology--micro-assembly,0,0.632,1.5,2.132
Theory,thermodynamic-uncertainty-relations,Application,unconventional--physical-computing,0,0.632,1.5,2.132
Theory,thermodynamic-uncertainty-relations,Application,data-storage,0,0.632,1.5,2.132
Theory,thermodynamic-uncertainty-relations,Application,sensing-general,0,0.632,1.5,2.132
